track_name,artist_name,genre,popularity,danceability,energy,loudness,acousticness,valence,tempo,speechiness,liveness,instrumentalness,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster
Pale Blue Dot,Big Wild,Indie,54,0.685,0.591,-8.628,0.00748,0.493,150.016,0.0959,0.12,0.844,1,1,0
Come See About Me,Tedeschi Trucks Band,Rock,54,0.543,0.706,-7.116,0.234,0.821,145.174,0.0436,0.178,0.000762,1,1,0
Cabeza,Rawayana,Reggae,38,0.552,0.817,-6.194,0.0151,0.235,139.958,0.133,0.0907,0.126,1,1,0
Rayas de Patrón,Millonario,Hip-Hop,59,0.929,0.737,-6.424,0.0847,0.886,129.932,0.102,0.861,0.0,1,1,0
The River,Good Charlotte,Children’s Music,55,0.439,0.945,-2.21,0.00677,0.455,161.954,0.138,0.166,0.0,1,1,0
Tick Tock,Boney James,Jazz,36,0.754,0.482,-8.286,0.515,0.746,85.247,0.0568,0.101,0.845,1,1,0
Sudovian Dance,Marcin Wasilewski Trio,Jazz,45,0.448,0.157,-17.145,0.882,0.223,120.491,0.0343,0.11,0.672,2,0,0
"Puccini: Turandot, Act 3: ""Nessum dorma!"" (Calaf, Voices, Chorus)",Giacomo Puccini,Opera,8,0.181,0.214,-13.707,0.969,0.0691,94.389,0.0358,0.625,0.0112,2,0,0
Silouans Song,Arvo Pärt,Classical,34,0.126,0.0966,-19.206,0.905,0.035,82.311,0.0413,0.0951,0.605,2,0,0
Single Father,Katt Williams,Comedy,17,0.501,0.825,-13.907,0.883,0.443,130.127,0.892,0.866,0.0,0,2,0
Just Breathe (feat. Lukas Nelson),Willie Nelson,Country,50,0.489,0.327,-12.523,0.712,0.282,99.544,0.0285,0.135,0.0012,2,0,0
If This Is Love,Xavier Omär,Alternative,52,0.744,0.472,-9.757,0.224,0.281,104.063,0.111,0.225,0.000215,1,0,0
I Love It,JEN,Reggaeton,30,0.602,0.876,-3.182,0.00803,0.734,125.975,0.0445,0.364,0.0,1,1,0
It Don't Mean A Thing (If It Ain't Got That Swing),Thelonious Monk,Jazz,31,0.623,0.149,-19.226,0.954,0.557,144.688,0.0447,0.0977,0.923,2,0,0
Heatwave (feat. Akon),Robin Schulz,Dance,61,0.702,0.82,-4.323,0.196,0.52,107.936,0.063,0.156,0.0,1,1,0
Dime,Feid,Reggaeton,18,0.761,0.771,-6.221,0.187,0.596,90.985,0.106,0.337,0.00049,1,1,0
Children's Game,Oscar Peterson Trio,Jazz,36,0.452,0.276,-17.967,0.828,0.485,93.845,0.0343,0.125,0.646,2,0,0
Oblighetto,Jack McDuff,Soul,42,0.446,0.731,-9.752,0.081,0.283,123.188,0.0439,0.177,0.426,1,1,0
Rave Slaves,Axel Boy,Electronic,26,0.597,0.937,-3.244,0.00207,0.148,145.165,0.114,0.0727,0.0666,1,1,0
Spider-Man,John Paesano,Soundtrack,52,0.103,0.131,-18.834,0.761,0.0389,82.474,0.0384,0.0693,0.941,2,0,0
Elegia - Live at MIF,New Order,Alternative,27,0.271,0.487,-11.116,0.0371,0.0564,73.986,0.0396,0.846,0.73,2,1,-1
Dripping Faucet,Catch 22,Ska,19,0.458,0.898,-6.596,0.00317,0.634,125.699,0.162,0.0711,1.77e-05,1,1,0
Han Solo,Franco Escamilla,Comedy,41,0.487,0.527,-20.037,0.696,0.106,81.798,0.935,0.852,0.0,0,2,0
November Has Come,Gorillaz,Children’s Music,57,0.702,0.567,-8.561,0.0815,0.667,84.153,0.239,0.0864,2.75e-05,1,1,0
Bad Feeling,Dave Meniketti,Blues,26,0.381,0.742,-5.466,0.0176,0.614,118.394,0.0432,0.0899,0.00256,1,1,0
Good Life,Kanye West,Pop,67,0.435,0.802,-6.871,0.00376,0.454,84.267,0.324,0.467,0.0,1,1,0
Ignorin,Omar Apollo,R&B,52,0.849,0.49,-10.416,0.0221,0.827,145.022,0.0662,0.151,0.0701,1,1,0
"Ravel: Prelude in A Minor, M. 65",Maurice Ravel,Classical,45,0.339,0.0184,-32.142,0.994,0.0806,169.484,0.0712,0.0787,0.912,2,0,0
"Les Fêtes de Polymnie, suite d’orchestre, RCT 39: IV. Air grave et majestueux",Jean-Philippe Rameau,Opera,10,0.229,0.0259,-26.182,0.896,0.155,134.687,0.0451,0.115,0.0,2,0,0
Binky,Snarky Puppy,Jazz,41,0.542,0.641,-8.935,0.0191,0.374,128.643,0.0522,0.692,0.595,1,1,0
Be Here,Raphael Saadiq,R&B,44,0.643,0.59,-5.952,0.265,0.698,87.57,0.298,0.0755,0.0,1,1,0
"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,Reggaeton,77,0.805,0.582,-5.657,0.0971,0.307,117.955,0.0627,0.163,0.0,1,1,0
Love Affair,Pepper,Reggae,35,0.793,0.469,-8.843,0.0654,0.587,138.155,0.0526,0.105,0.0,1,1,0
Sly,Herbie Hancock,Jazz,39,0.39,0.913,-7.174,0.0262,0.603,146.129,0.0778,0.0649,0.784,1,1,0
"Oh, Hell",SoMo,R&B,44,0.577,0.761,-5.435,0.0049,0.617,169.979,0.0513,0.241,2.77e-05,1,1,0
Behave Yourself,Booker T. & the M.G.'s,Blues,39,0.449,0.287,-11.359,0.843,0.122,194.64,0.0324,0.144,0.825,2,0,0
September Morn,Neil Diamond,Folk,55,0.392,0.226,-17.132,0.663,0.202,128.414,0.0361,0.166,5.68e-06,2,0,0
Idylle sur la paix: Air pour Madame la Dauphine,Jean-Baptiste Lully,Opera,22,0.553,0.33,-15.236,0.796,0.486,138.935,0.0298,0.136,0.968,2,0,0
When You Love,Gyptian,Reggae,0,0.706,0.789,-3.574,0.419,0.749,80.223,0.16,0.0744,2.82e-06,1,1,0
Let's Go,Montrose,Blues,13,0.372,0.67,-11.287,4.6e-05,0.607,179.3,0.0464,0.173,0.805,1,1,0
Unchanging Love,Mavado,Reggae,32,0.582,0.637,-5.004,0.331,0.371,77.534,0.0521,0.155,0.0,1,0,0
There Is Danger - G Bonson Remix,Wax Tailor,Jazz,48,0.768,0.654,-6.849,0.0104,0.482,99.985,0.044,0.195,0.882,1,1,0
"Tannhäuser : ""Dich, teure Halle, grüß ich wieder""",Richard Wagner,Opera,8,0.166,0.221,-19.873,0.933,0.0943,77.259,0.0559,0.658,0.000239,2,0,0
Meditation Sounds: Relaxing,Shakuhachi Sakano,World,4,0.24,0.019,-31.82,0.966,0.119,146.801,0.0582,0.107,0.951,2,0,0
Bad Heart,Mischief Brew,Ska,19,0.235,0.891,-5.024,0.00896,0.698,188.899,0.0723,0.357,0.0,1,1,0
Six Days On The Road,Sawyer Brown,Rock,53,0.547,0.887,-2.696,0.136,0.84,165.479,0.0518,0.142,0.0,1,1,0
Old Pine,Ben Howard,Folk,72,0.401,0.364,-10.836,0.45,0.224,129.568,0.033,0.162,0.0503,2,0,0
The Wick,Housefires,World,45,0.289,0.383,-10.241,0.793,0.165,127.589,0.0326,0.278,0.0,2,0,0
Aunque Intentes,Kobi Cantillo,Reggaeton,45,0.799,0.562,-7.43,0.381,0.742,93.047,0.0575,0.123,0.0,1,1,0
DEAD OR LIE,黒崎真音,Anime,33,0.308,0.97,-1.268,0.0305,0.29,92.744,0.145,0.0947,0.0,1,1,0
Johnny Guitar,Peggy Lee,Soul,47,0.296,0.23,-17.38,0.863,0.217,79.103,0.045,0.109,0.000155,2,0,0
Forget It,Jutes,Rap,52,0.61,0.504,-8.858,0.385,0.371,150.001,0.0481,0.164,1.68e-05,1,1,0
La Herida (Reprise),Los Estramboticos,Ska,39,0.462,0.783,-3.596,0.131,0.495,126.413,0.0732,0.0725,0.00129,1,1,0
ILYSoWhat,Hannah Ellis,Country,36,0.599,0.653,-5.766,0.0591,0.529,75.018,0.031,0.225,0.0,1,1,0
Choo Choo TRAIN,EXILE,Anime,37,0.545,0.941,-4.315,0.000356,0.806,115.032,0.143,0.181,0.000422,1,1,0
Huckleberry Finn,Favorite Kids Stories,Children's Music,0,0.517,0.512,-12.61,0.779,0.398,86.307,0.495,0.387,0.0,0,1,0
Bedroom Bully,Shabba Ranks,Reggae,30,0.891,0.528,-12.298,0.0873,0.837,96.864,0.0668,0.108,0.0,1,1,0
IKIJIBIKI,RADWIMPS,Anime,34,0.382,0.991,-2.621,4.51e-05,0.487,175.992,0.0923,0.232,0.0,1,1,0
The Hunt,BROHUG,Electronic,48,0.736,0.989,-3.872,0.00229,0.215,125.02,0.116,0.0744,0.857,1,1,0
O Come O Come Emmanuel,Phil Wickham,World,24,0.427,0.43,-10.458,0.749,0.189,110.058,0.0339,0.109,0.0277,2,0,0
X,Majik,Soul,37,0.51,0.549,-10.462,0.639,0.326,142.464,0.0783,0.154,0.0215,1,0,0
Turnin' Me Up,BJ The Chicago Kid,Soul,62,0.734,0.776,-4.193,0.0406,0.843,78.542,0.0826,0.0547,0.193,1,1,0
Only for the Broken-Hearted,Twin Shadow,Children’s Music,60,0.886,0.435,-9.518,0.197,0.641,107.003,0.0651,0.0954,0.0223,1,1,0
Waiting for Superman,Daughtry,Alternative,56,0.555,0.682,-5.711,0.0029,0.383,105.987,0.0269,0.0662,0.0,1,1,0
Summer,Moby,Electronic,23,0.524,0.782,-7.967,0.0163,0.0763,94.973,0.0364,0.0754,0.755,1,1,0
Me,Burke Moses,Movie,35,0.656,0.227,-17.03,0.817,0.553,82.391,0.183,0.283,0.0,2,0,0
Mi Lady,Dyland & Lenny,Reggaeton,26,0.704,0.903,-4.392,0.00965,0.747,116.029,0.037,0.14,5.04e-06,1,1,0
Give It To Me,Timbaland,R&B,54,0.973,0.723,-4.017,0.17,0.751,110.625,0.0569,0.0863,0.000282,1,1,0
Marshmallow Man,The Aquabats!,Ska,15,0.724,0.609,-14.707,0.00826,0.632,109.444,0.0778,0.104,0.000542,1,1,0
Somewhere,Jimi Hendrix,Blues,45,0.371,0.695,-7.428,0.0131,0.577,146.69,0.0851,0.301,0.00275,1,1,0
Touch,Kehlani,R&B,53,0.46,0.593,-7.393,0.0157,0.0999,104.932,0.0363,0.159,0.000243,1,0,0
Inner Monologue,Panda Bear,Folk,46,0.478,0.473,-6.974,0.29,0.132,118.195,0.0319,0.219,0.0576,1,1,0
No Se De Ti,Nengo Flow,Reggaeton,37,0.879,0.743,-3.172,0.241,0.882,134.973,0.0491,0.0706,0.0,1,1,0
La Chanson du scaphandrier,Henri Salvador,Movie,0,0.37,0.105,-17.098,0.987,0.228,83.17,0.0346,0.114,0.00363,2,0,0
The Trouble With Girls,Scotty McCreery,Rock,56,0.549,0.492,-7.141,0.367,0.327,132.016,0.0288,0.11,0.0,1,0,0
When We Are,Nubya Garcia,Jazz,44,0.513,0.701,-10.433,0.0604,0.185,142.353,0.0701,0.122,0.819,1,1,0
There's a Beast,Alan Menken,Soundtrack,37,0.0977,0.0386,-30.133,0.823,0.0391,89.407,0.0391,0.377,0.975,2,0,0
That's When I Knew,Alicia Keys,Soul,48,0.667,0.527,-5.12,0.667,0.403,121.869,0.0513,0.213,0.0,1,1,0
Crowded Places,BANKS,Alternative,53,0.52,0.339,-10.722,0.796,0.112,65.995,0.0566,0.1,0.0,2,0,0
Bright,Kehlani,Pop,59,0.446,0.435,-5.874,0.621,0.232,50.176,0.107,0.107,0.0,1,0,0
Crazy Makes You Crazy,Christopher Titus,Comedy,25,0.606,0.83,-12.056,0.765,0.252,76.872,0.95,0.924,0.0,0,2,0
La Ultima Gota,Mark B.,Reggaeton,41,0.803,0.841,-3.558,0.0206,0.803,99.993,0.0628,0.0514,0.00218,1,1,0
Angelo - Rarities Version,Sublime,Ska,25,0.761,0.464,-11.076,0.332,0.716,93.629,0.342,0.213,0.0113,1,1,0
Like Sugar,Chaka Khan,Dance,59,0.809,0.792,-8.481,0.0361,0.941,107.273,0.054,0.341,0.0504,1,1,0
Exiting (Allegretto 4/4),Kimbo Children's Music,Children's Music,3,0.889,0.308,-19.475,0.902,0.745,117.907,0.0966,0.0799,0.894,2,0,0
Charlotte's Farewell (Mother Earth And Father Time),Irwin Kostal,Movie,21,0.444,0.0245,-24.779,0.875,0.312,80.599,0.0403,0.0951,0.000741,2,0,0
Au Lait,Pat Metheny Group,Jazz,39,0.456,0.0892,-25.164,0.939,0.282,112.051,0.0354,0.101,0.868,2,0,0
Doesn't Really Matter,Janet Jackson,Soul,45,0.773,0.8,-2.875,0.0791,0.791,99.293,0.0825,0.11,0.00259,1,1,0
Some Sort of Paradise,Robin Guthrie,World,31,0.498,0.269,-15.675,0.911,0.0782,146.036,0.0321,0.109,0.904,2,0,0
La Favorite: Act I: Scene 5: Mon idole! Dieu t'envoie,Gaetano Donizetti,Opera,3,0.316,0.119,-21.414,0.981,0.087,93.441,0.0587,0.208,1.86e-05,2,0,0
"Brahms: Wiegenlied (Lullaby), Op.49, No.4",Johannes Brahms,Classical,37,0.24,0.00635,-35.614,0.974,0.231,77.264,0.0455,0.0739,0.000545,2,0,0
Forgiven,Crowder,Alternative,49,0.492,0.673,-5.642,0.285,0.297,76.025,0.0459,0.107,0.0,1,0,0
We're All Gonna Die,Dawes,Folk,54,0.617,0.289,-6.739,0.415,0.37,133.325,0.0362,0.105,0.0197,1,1,0
Who Sings That?,John Heffron,Comedy,17,0.508,0.638,-8.613,0.747,0.445,88.353,0.93,0.888,0.0,0,2,0
Ugly,Bassnectar,Electronic,30,0.523,0.989,-2.289,1.96e-05,0.207,174.039,0.125,0.109,0.644,1,1,0
Need You Still (feat. Keith Fontano),Ivan B,Pop,62,0.72,0.608,-8.33,0.169,0.141,86.678,0.374,0.134,0.0,1,1,0
Meditation From Thais,Jules Massenet,Opera,5,0.112,0.0596,-26.68,0.959,0.0365,84.087,0.0513,0.123,0.921,2,0,0
Spirit of '87,Rancid,Ska,33,0.418,0.966,-1.661,0.00491,0.354,169.838,0.151,0.359,0.0,1,1,0
Slip 'N' Slide,Nick Di Paolo,Comedy,13,0.598,0.902,-8.527,0.712,0.233,80.655,0.933,0.691,0.0,0,2,0
Good Vibration,The Green,Reggae,29,0.661,0.718,-6.959,0.0598,0.524,140.999,0.0444,0.252,0.0001,1,1,0
Glow,Digitalism,Electronic,50,0.572,0.878,-6.032,0.000156,0.653,117.997,0.0556,0.247,0.337,1,1,0
Decisions of Torment,Devilish Trio,Hip-Hop,50,0.906,0.61,-7.683,0.108,0.422,130.002,0.0792,0.0851,0.000147,1,1,0
Craigslist C**K,Margaret Cho,Comedy,13,0.622,0.608,-14.68,0.759,0.223,79.942,0.95,0.647,0.0,0,2,0
Invictus,Within Reason,Children’s Music,52,0.429,0.924,-5.246,0.00881,0.62,162.007,0.0502,0.144,1.67e-06,1,1,0
Final Confluence,Austin Wintory,Anime,32,0.0747,0.266,-15.495,0.747,0.0333,176.856,0.0396,0.113,0.963,2,0,0
Your Glory,All Sons & Daughters,World,32,0.265,0.253,-10.992,0.876,0.0378,143.143,0.0318,0.0886,0.0,2,0,0
The Losing Side of History,Bear McCreary,Soundtrack,46,0.142,0.077,-22.31,0.893,0.0372,101.804,0.0458,0.0882,0.445,2,0,0
How to Be Married,Jackie Kashian,Comedy,12,0.708,0.757,-8.125,0.674,0.724,75.406,0.928,0.876,0.0,0,2,0
Taking Chase As The Serpent Slithers,Rx Bandits,Ska,27,0.519,0.842,-5.986,0.0141,0.603,165.422,0.0692,0.41,0.0,1,1,0
ユキトキ,yanaginagi,Anime,37,0.437,0.89,-3.043,0.0921,0.628,164.946,0.108,0.122,0.0,1,1,0
This life,Tim Hecker,World,43,0.0606,0.426,-10.873,0.356,0.0362,62.09,0.0381,0.245,0.515,2,0,0
Leah Counts To Ten,Old Town School of Folk Music,Children's Music,0,0.749,0.111,-22.582,0.738,0.637,74.285,0.697,0.117,0.0,0,2,0
You Got A.I.D.S. Yo,Greg Giraldo,Comedy,28,0.657,0.877,-5.111,0.56,0.537,124.272,0.924,0.974,0.0,0,2,0
Soul Shake Down Party,The Wailers,Ska,31,0.864,0.384,-13.225,0.265,0.841,131.125,0.0663,0.105,2.71e-06,1,1,0
How Great Is Our God - Medley/Live,Passion,World,38,0.341,0.512,-8.442,0.187,0.144,77.957,0.0335,0.693,0.0,1,1,0
The Fire,The Roots,Children’s Music,59,0.673,0.957,-4.399,0.177,0.399,174.021,0.138,0.534,2.27e-05,1,1,0
Freak Hoe,Future,Hip-Hop,55,0.773,0.605,-6.951,0.0568,0.266,168.025,0.136,0.232,0.0469,1,1,0
Never on the Day You Leave,John Mayer,Pop,64,0.535,0.354,-8.61,0.73,0.22,139.889,0.026,0.138,1.24e-05,1,0,0
Tout ce qu'ils veulent,Dub Inc.,Reggae,52,0.79,0.77,-5.435,0.104,0.701,88.955,0.0642,0.321,0.0,1,1,0
The Prince Of The Hanging Gardens,Beatenberg,Children’s Music,49,0.452,0.481,-10.769,0.487,0.355,125.024,0.0441,0.135,0.0,1,0,0
Car Park,Fenne Lily,Folk,63,0.615,0.33,-10.47,0.677,0.414,139.921,0.0335,0.108,2.1e-06,1,0,0
U & UR Hand,Juice Music,Children's Music,0,0.906,0.517,-10.814,0.168,0.93,140.989,0.0439,0.0563,0.0,1,1,0
Shadowplay - 2007 Remaster,Joy Division,Alternative,55,0.433,0.756,-7.855,0.000997,0.117,145.443,0.0565,0.124,0.761,1,1,0
It's Growing,Garnett Silk,Reggae,40,0.793,0.591,-4.312,0.0257,0.812,83.384,0.136,0.0545,0.0,1,1,0
On Your Mark (4/4),Kimbo Children's Music,Children's Music,4,0.773,0.275,-12.011,0.82,0.524,133.124,0.201,0.0558,0.0,1,0,0
Dwelling Places - Live,Hillsong Worship,World,24,0.516,0.271,-13.139,0.787,0.204,143.759,0.0258,0.1,0.925,2,0,0
Tú Me Quemas,Chino & Nacho,Dance,57,0.738,0.944,-1.436,0.112,0.89,124.99,0.0373,0.383,0.0,1,1,0
Nunya (feat. Dom Kennedy),Kehlani,Rap,74,0.675,0.71,-4.027,0.39,0.574,97.98,0.21,0.381,0.0,1,1,0
Everything Now,Arcade Fire,Folk,69,0.548,0.865,-5.325,0.00171,0.61,116.046,0.0302,0.457,0.000449,1,1,0
Toumeiningen 18go,RADWIMPS,Anime,29,0.494,0.766,-4.856,0.0162,0.454,141.98,0.0364,0.179,3.69e-06,1,1,0
Angel of Small Death and the Codeine Scene,Hozier,Folk,61,0.364,0.64,-5.757,0.201,0.386,93.507,0.0506,0.12,7.25e-05,1,0,0
Dream Within a Dream,Hans Zimmer,Soundtrack,49,0.283,0.4,-14.213,0.106,0.0554,129.292,0.0364,0.18,0.827,2,1,0
Sleeping Beauty,Beres Hammond,Reggae,24,0.472,0.537,-6.065,0.211,0.862,75.993,0.178,0.252,0.0,1,1,0
Le Coeur Ouvert,Daniel Levi,Movie,5,0.365,0.387,-10.239,0.182,0.35,70.019,0.0313,0.239,0.0,1,0,0
Monalisa - Reggae Version,Alkilados,Reggaeton,29,0.741,0.824,-7.132,0.0454,0.883,91.996,0.0716,0.117,0.0,1,1,0
Another Life (feat. Mark Asari),KREAM,Dance,53,0.594,0.831,-5.428,0.0112,0.411,122.962,0.0379,0.0562,0.0,1,1,0
My Dad Sucks,Descendents,Ska,24,0.378,0.919,-8.066,5.15e-05,0.534,122.475,0.089,0.376,0.304,1,1,0
Pipe Bomb Dream,Turnpike Troubadours,Country,44,0.462,0.9,-6.072,0.00166,0.715,178.132,0.0463,0.13,0.13,1,1,0
Sugar Wraith,Post Malone,Pop,76,0.6,0.767,-4.232,0.26,0.291,164.079,0.0868,0.0979,0.0,1,1,0
Do Nothing,The Specials,Ska,38,0.551,0.751,-5.822,0.149,0.854,83.19,0.152,0.306,0.00201,1,1,0
Debris,Faces,Rock,55,0.571,0.628,-9.922,0.574,0.798,73.738,0.0317,0.0823,0.0123,1,1,0
Empty,Ray LaMontagne,Folk,47,0.482,0.381,-13.93,0.455,0.42,81.712,0.0311,0.114,0.00295,2,0,0
Disney Trip,Tom Papa,Comedy,20,0.652,0.575,-14.18,0.703,0.43,81.171,0.961,0.773,0.0,0,2,0
You're The Best Thing,The Style Council,Ska,55,0.604,0.723,-6.458,0.432,0.68,83.455,0.0358,0.102,3.96e-05,1,1,0
Beer Run (Extended) - Live,Todd Snider,Folk,40,0.606,0.626,-7.108,0.726,0.797,106.742,0.073,0.714,0.0,1,1,0
And Then What,Jeezy,Hip-Hop,47,0.755,0.732,-5.431,0.00901,0.809,170.039,0.233,0.0636,0.0,1,1,0
Dat Way,Tay-K,Rap,59,0.767,0.749,-8.097,0.0609,0.225,144.968,0.309,0.709,6.87e-06,1,1,0
Wolf (feat. Quin),Miguel,Rap,52,0.413,0.588,-7.009,0.136,0.434,179.685,0.0806,0.146,0.00155,1,1,0
That's The Way I Feel About 'Cha,Bobby Womack,Soul,37,0.439,0.443,-11.116,0.567,0.716,106.382,0.0373,0.57,5.98e-05,1,0,0
The Man Machine - 2009 Remastered Version,Kraftwerk,Electronic,37,0.49,0.774,-10.854,0.0419,0.808,89.371,0.0573,0.175,0.708,1,1,0
Ordinary World,Duran Duran,Dance,71,0.472,0.652,-10.171,0.0131,0.401,140.124,0.0305,0.14,1.12e-05,1,1,0
Convention,Julia Jacklin,Folk,42,0.705,0.165,-10.562,0.903,0.394,118.223,0.0422,0.106,0.00267,2,0,0
Concrete Angel,Martina McBride,Country,50,0.622,0.392,-9.737,0.498,0.274,77.991,0.0253,0.146,0.0,1,0,0
The Single Petal Of A Rose - The Queen's Suite,Duke Ellington,Jazz,47,0.338,0.0271,-22.572,0.992,0.0477,76.132,0.0455,0.101,0.914,2,0,0
Wasted,The Pietasters,Ska,12,0.568,0.783,-6.057,0.00344,0.876,170.687,0.0558,0.184,3.58e-06,1,1,0
Nancy From Now On,Father John Misty,Indie,59,0.534,0.659,-8.279,0.487,0.497,107.052,0.027,0.0892,0.0808,1,1,0
Meditation No. 2,Laraaji,World,32,0.134,0.0931,-26.765,0.989,0.0359,80.923,0.0398,0.115,0.907,2,0,0
Disco,Benny Sings,Jazz,40,0.823,0.551,-11.649,0.112,0.962,100.987,0.0372,0.092,0.412,1,1,0
Lady Be Good,Pearl Bailey,Movie,1,0.7,0.236,-19.548,0.799,0.571,99.413,0.0828,0.138,0.0,2,0,0
Believe,Brooks & Dunn,Country,50,0.598,0.244,-8.003,0.767,0.225,117.108,0.0374,0.106,3.38e-05,2,0,0
Follow the Sun,Xavier Rudd,Reggae,67,0.613,0.391,-10.749,0.532,0.218,123.985,0.0385,0.109,2.63e-05,1,1,0
Belief,West Dylan Thordson,Soundtrack,32,0.224,0.297,-21.451,0.748,0.0434,66.365,0.0487,0.105,0.897,2,0,0
Best of Intentions,Travis Tritt,Country,52,0.659,0.468,-7.439,0.363,0.37,99.066,0.0232,0.0964,0.0,1,0,0
Bachelorette Parties,Matt Braunger,Comedy,21,0.615,0.828,-5.976,0.875,0.434,88.285,0.88,0.659,0.0,0,2,0
Reflection,Trey Songz,R&B,58,0.684,0.56,-7.939,0.517,0.149,140.021,0.056,0.12,2.17e-05,1,1,0
Bonita - Remix,J Balvin,Reggaeton,66,0.799,0.906,-0.573,0.0121,0.604,96.006,0.0377,0.126,3.12e-05,1,1,0
"Nocturne in C-Sharp Minor, B. 49",Frédéric Chopin,Classical,53,0.315,0.0146,-31.689,0.991,0.112,130.274,0.0447,0.0776,0.859,2,0,0
Black Horse - NGHTMRE Remix,NGHTMRE,Electronic,30,0.642,0.66,-5.913,0.08,0.53,168.006,0.128,0.153,0.601,1,1,0
Heart & Arrow,Matt Duncan,Soul,37,0.592,0.15,-11.669,0.906,0.381,115.025,0.119,0.343,0.0,2,0,0
Hallelujah Junction,John Adams,Classical,42,0.369,0.298,-20.784,0.993,0.499,115.298,0.0387,0.176,0.929,2,0,0
Can't Turn You Down,Jon Pardi,Rock,56,0.623,0.741,-3.694,0.29,0.515,135.839,0.0315,0.122,0.0,1,1,0
Tu Olor,"Tito ""El Bambino""",Reggaeton,36,0.767,0.76,-6.43,0.0875,0.343,93.988,0.0676,0.0502,1.18e-06,1,1,0
Two Princes,Spin Doctors,Pop,73,0.543,0.912,-10.71,0.00162,0.836,103.731,0.0601,0.0565,2.1e-06,1,1,0
Modern American Gypsy,Big D and the Kids Table,Ska,15,0.48,0.912,-1.784,0.00577,0.559,94.001,0.0645,0.278,0.0,1,1,0
Guest List,Screeching Weasel,Ska,30,0.353,0.975,-3.212,0.00102,0.703,104.891,0.053,0.308,5.06e-06,1,1,0
Aerith's Theme (Final Fantasy VII),Nobuo Uematsu,Classical,46,0.0866,0.129,-13.77,0.951,0.0385,78.835,0.0373,0.0764,0.768,2,0,0
Flagellation / Dark Choir / Disciples,John Debney,Soundtrack,31,0.0603,0.0322,-28.809,0.792,0.0368,62.635,0.0429,0.109,0.954,2,0,0
Requiem: I. Requiem Aeternam,Giuseppe Verdi,Opera,24,0.0851,0.0323,-28.632,0.951,0.0381,85.074,0.0442,0.0772,0.0997,2,0,0
Aleluya,Leonard Cohen,Folk,53,0.326,0.202,-11.293,0.927,0.104,99.144,0.0349,0.115,0.00288,2,0,0
Cousin Mary,John Coltrane,Jazz,41,0.529,0.354,-15.427,0.473,0.443,111.434,0.0546,0.144,0.00371,1,0,0
Prom,SZA,Hip-Hop,64,0.805,0.702,-4.877,0.0658,0.225,120.041,0.0887,0.123,0.0,1,1,0
Stick to the Models,Future,Hip-Hop,69,0.813,0.543,-6.555,0.088,0.165,137.986,0.211,0.112,7.42e-06,1,1,0
solari,Ryuichi Sakamoto,Soundtrack,36,0.202,0.232,-19.154,0.888,0.046,88.348,0.0336,0.0903,0.902,2,0,0
"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",Anika Noni Rose,Movie,64,0.512,0.499,-6.485,0.809,0.51,78.907,0.0519,0.284,2.22e-05,1,0,0
Ballad of a Law Abiding Sophisticate,Colter Wall,Indie,47,0.663,0.302,-9.431,0.596,0.434,114.129,0.0312,0.154,0.52,2,1,0
"Symphony No.4 In E Minor, Op.98: 4. Allegro energico e passionato - Più allegro",Johannes Brahms,Classical,51,0.174,0.15,-17.478,0.967,0.0582,79.299,0.0403,0.113,0.84,2,0,0
All Day All Night - Jamaican Version,The Wailers,Reggae,40,0.687,0.654,-6.13,0.067,0.814,139.081,0.147,0.0455,1.41e-06,1,1,0
The Kiss,Trevor Jones,Soundtrack,49,0.179,0.236,-15.529,0.139,0.138,78.045,0.0419,0.197,0.826,2,0,0
True To Myself,Ziggy Marley,Reggae,64,0.88,0.564,-6.431,0.0796,0.83,99.019,0.0498,0.0565,0.0,1,1,0
Otherside Of Paradise,The Revivalists,Children’s Music,50,0.431,0.478,-8.274,0.443,0.159,124.335,0.0318,0.111,0.0,1,1,0
SOHO,Jaden Smith,Hip-Hop,72,0.547,0.596,-7.744,0.342,0.368,159.985,0.192,0.148,0.335,1,1,0
Seven Come Eleven,Benny Goodman,Jazz,33,0.585,0.324,-11.82,0.885,0.667,98.682,0.0415,0.107,0.449,2,1,0
My Anchor - Live,Christy Nockels,World,31,0.496,0.668,-6.209,0.168,0.336,75.002,0.0381,0.71,0.0,1,1,0
Pal Carajo el Trap ella Quiere Tra,Jamsha,Reggaeton,32,0.882,0.834,-4.875,0.133,0.739,100.039,0.215,0.067,0.0,1,1,0
Slip Away,Pat Metheny Group,Jazz,34,0.51,0.744,-9.024,0.658,0.631,118.314,0.0284,0.356,0.326,1,1,0
"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)",Ne-Yo,Dance,64,0.782,0.671,-5.127,0.184,0.706,106.975,0.0459,0.125,2.27e-06,1,1,0
Dear Younger Me,MercyMe,Indie,53,0.618,0.906,-4.81,0.0959,0.631,99.014,0.0862,0.508,1.93e-05,1,1,0
Hosanna (Be Lifted Higher),Israel Houghton,World,43,0.356,0.677,-5.292,0.0105,0.0395,136.01,0.0346,0.386,8.82e-05,1,1,0
